,/Users/pslive1/Documents/Walk_Projext/BDL064_Kermit_EyeTracking_Walk/BDL064_Kermit_EyeTracking_Walk.mov,FixationNum,ProductCode,FrameNumber,StartFix(ms),EndFix(ms),Duration(ms),TimeSinceFirstCodedFixation(ms),MovieTime(HH:MM:SS.SSSSS),PORX,PORY,PupilWidth,PupilHeight,SubjectGender,SubjectAge,Notes,all_classes,fixation_classes
19,BDL064_Kermit_EyeTracking_Walk.mov,19,fixation,612,20193.333333000002,20760.0,566.666667,20058.333333000002,00:00:20.42700,260.56,141.39,-1000.0,-1000.0,,,,pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole,plant_vertical pole
20,BDL064_Kermit_EyeTracking_Walk.mov,20,fixation,624,20793.333333000002,20960.0,166.666667,20458.333333000002,00:00:20.82700,285.33,110.77,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical,
21,BDL064_Kermit_EyeTracking_Walk.mov,21,fixation,632,20993.333333000002,21260.0,266.666667,20725.0,00:00:21.09300,283.56,99.33,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_vertical pole,
22,BDL064_Kermit_EyeTracking_Walk.mov,22,fixation,638,21293.333333000002,21395.0,101.666667,20925.0,00:00:21.29300,241.82,127.79,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal
23,BDL064_Kermit_EyeTracking_Walk.mov,23,fixation,642,21395.0,21528.333333000002,133.333333,21060.0,00:00:21.42800,232.0,149.88,-1000.0,-1000.0,,,,pavement plant_horizontal plant_horizontal plant_vertical,plant_horizontal
24,BDL064_Kermit_EyeTracking_Walk.mov,24,fixation,652,21628.333333000002,21961.666666999998,333.333333,21393.333333000002,00:00:21.76200,211.86,216.41,-1000.0,-1000.0,,,,building pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical,plant_horizontal
25,BDL064_Kermit_EyeTracking_Walk.mov,25,fixation,664,22161.666666999998,22261.666666999998,100.0,21793.333333000002,00:00:22.16200,134.22,220.99,-1000.0,-1000.0,,,,pavement plant_horizontal plant_vertical,plant_vertical
26,BDL064_Kermit_EyeTracking_Walk.mov,26,fixation,697,22628.333333000002,23996.666666999998,1368.333333,22895.0,00:00:23.26300,246.7,179.51,-1000.0,-1000.0,,,,building pavement pavement pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical sky,
27,BDL064_Kermit_EyeTracking_Walk.mov,27,fixation,734,24098.333333000002,24965.0,866.666667,24130.0,00:00:24.49800,273.79,144.3,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,pavement
28,BDL064_Kermit_EyeTracking_Walk.mov,28,fixation,758,25231.666666999998,25466.666666999998,235.0,24930.0,00:00:25.29800,400.71,222.31,-1000.0,-1000.0,,,,building building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical pole,person
29,BDL064_Kermit_EyeTracking_Walk.mov,29,fixation,775,25766.666666999998,26033.333333000002,266.666667,25498.333333000002,00:00:25.86700,212.97,244.85,-1000.0,-1000.0,,,,building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical plant_vertical,person
30,BDL064_Kermit_EyeTracking_Walk.mov,30,fixation,788,26066.666666999998,26600.0,533.333333,25931.666666999998,00:00:26.30000,188.83,171.37,-1000.0,-1000.0,,,,building building building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical,
31,BDL064_Kermit_EyeTracking_Walk.mov,31,fixation,812,26868.333333,27401.666667,533.333333,26733.333333000002,00:00:27.10200,274.68,260.06,-1000.0,-1000.0,,,,building building pavement pavement pavement pavement person person plant_horizontal plant_horizontal plant_horizontal plant_vertical,pavement
32,BDL064_Kermit_EyeTracking_Walk.mov,32,fixation,822,27401.666667,27535.0,133.333333,27066.666667,00:00:27.43500,273.59,248.98,-1000.0,-1000.0,,,,building building pavement person person plant_horizontal plant_horizontal,plant_horizontal
33,BDL064_Kermit_EyeTracking_Walk.mov,33,fixation,835,27768.333333,28070.0,301.666667,27500.0,00:00:27.86800,341.55,173.93,-1000.0,-1000.0,,,,building building building pavement person person plant_horizontal plant_vertical,
34,BDL064_Kermit_EyeTracking_Walk.mov,34,fixation,841,28070.0,28170.0,100.0,27701.666667,00:00:28.07000,298.93,186.69,-1000.0,-1000.0,,,,building pavement person person plant_horizontal plant_horizontal plant_vertical,plant_horizontal
35,BDL064_Kermit_EyeTracking_Walk.mov,35,fixation,902,29571.666667,30740.0,1168.333333,29736.666667,00:00:30.10500,113.63,201.38,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical,building
36,BDL064_Kermit_EyeTracking_Walk.mov,36,fixation,937,31040.0,31573.333333,533.333333,30905.0,00:00:31.27300,49.48,392.37,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky,pavement
37,BDL064_Kermit_EyeTracking_Walk.mov,37,fixation,958,31840.0,32175.0,335.0,31605.0,00:00:31.97300,116.62,186.94,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical sky,building
38,BDL064_Kermit_EyeTracking_Walk.mov,38,fixation,1183,32275.0,46760.0,14485.0,39115.0,00:00:39.48300,116.87,125.28,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,plant_vertical
39,BDL064_Kermit_EyeTracking_Walk.mov,39,fixation,1420,47226.666667000005,47626.666667000005,400.0,47025.0,00:00:47.39300,105.67,447.34,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical sky,person building
40,BDL064_Kermit_EyeTracking_Walk.mov,40,fixation,1439,47693.333332999995,48461.666667000005,768.333333,47658.333332999995,00:00:48.02700,100.92,423.97,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical,person
41,BDL064_Kermit_EyeTracking_Walk.mov,41,fixation,1455,48461.666667000005,48728.333332999995,266.666667,48193.333332999995,00:00:48.56200,134.61,332.52,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_vertical,person
42,BDL064_Kermit_EyeTracking_Walk.mov,42,fixation,1473,48995.0,49430.0,435.0,48793.333332999995,00:00:49.16200,168.97,188.5,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical plant_vertical,
43,BDL064_Kermit_EyeTracking_Walk.mov,43,fixation,1484,49496.666667000005,49663.333332999995,166.666667,49161.666667000005,00:00:49.53000,156.06,204.48,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky,person
44,BDL064_Kermit_EyeTracking_Walk.mov,44,fixation,1496,49896.666667000005,50030.0,133.333333,49561.666667000005,00:00:49.93000,187.87,97.63,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical,person
45,BDL064_Kermit_EyeTracking_Walk.mov,45,fixation,1531,50196.666667000005,52065.0,1868.3333329999998,50730.0,00:00:51.09800,163.99,236.96,-1000.0,-1000.0,,,,building building pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical,person
46,BDL064_Kermit_EyeTracking_Walk.mov,46,fixation,1564,52100.0,52366.666667000005,266.666667,51831.666667000005,00:00:52.20000,214.37,207.66,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical,person
47,BDL064_Kermit_EyeTracking_Walk.mov,47,fixation,1573,52400.0,52666.666667000005,266.666667,52131.666667000005,00:00:52.50000,173.09,259.95,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical,pavement
48,BDL064_Kermit_EyeTracking_Walk.mov,48,fixation,1580,52666.666667000005,52866.666667000005,200.0,52365.0,00:00:52.73300,144.36,225.51,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,plant_horizontal
49,BDL064_Kermit_EyeTracking_Walk.mov,49,fixation,1606,53400.0,53901.666667,501.666667,53233.333332999995,00:00:53.60200,102.38,211.59,-1000.0,-1000.0,,,,building building pavement pavement plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,
50,BDL064_Kermit_EyeTracking_Walk.mov,50,fixation,1627,54268.333333,54401.666667,133.333333,53933.333333,00:00:54.30200,377.08,71.54,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_horizontal,pavement
51,BDL064_Kermit_EyeTracking_Walk.mov,51,fixation,1644,54836.666667,54970.0,133.333333,54501.666667,00:00:54.87000,227.49,161.25,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal,pavement
52,BDL064_Kermit_EyeTracking_Walk.mov,52,fixation,1653,55136.666667,55270.0,133.333333,54801.666667,00:00:55.17000,229.52,107.73,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal sky,person
53,BDL064_Kermit_EyeTracking_Walk.mov,53,fixation,1660,55303.333333,55570.0,266.666667,55035.0,00:00:55.40300,210.02,139.24,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal,person
54,BDL064_Kermit_EyeTracking_Walk.mov,54,fixation,1667,55570.0,55770.0,200.0,55268.333333,00:00:55.63700,202.95,149.65,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_horizontal plant_horizontal sky,person
55,BDL064_Kermit_EyeTracking_Walk.mov,55,fixation,1674,55770.0,56036.666667,266.666667,55501.666667,00:00:55.87000,180.02,143.09,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal sky,person
56,BDL064_Kermit_EyeTracking_Walk.mov,56,fixation,1719,56036.666667,58775.0,2738.333333,57003.333333,00:00:57.37200,207.25,145.04,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal,person
57,BDL064_Kermit_EyeTracking_Walk.mov,57,fixation,1774,58775.0,59741.666667,966.666667,58840.0,00:00:59.20800,254.29,234.09,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical pole,person
58,BDL064_Kermit_EyeTracking_Walk.mov,58,fixation,1794,59808.333333,60041.666667,233.333333,59506.666667,00:00:59.87500,296.75,133.41,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical,
59,BDL064_Kermit_EyeTracking_Walk.mov,59,fixation,1918,60110.0,68018.333333,7908.333333,63645.0,00:01:04.01300,213.63,179.88,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal pole sky,building
60,BDL064_Kermit_EyeTracking_Walk.mov,60,fixation,2054,68386.666667,68786.666667,400.0,68185.0,00:01:08.55300,182.88,452.94,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical plant_vertical sky,person
61,BDL064_Kermit_EyeTracking_Walk.mov,61,fixation,2075,69020.0,69555.0,535.0,68885.0,00:01:09.25300,202.23,299.44,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical plant_vertical,person
62,BDL064_Kermit_EyeTracking_Walk.mov,62,fixation,2088,69588.333333,69855.0,266.666667,69320.0,00:01:09.68800,267.88,230.03,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical plant_vertical,person
63,BDL064_Kermit_EyeTracking_Walk.mov,63,fixation,2095,69888.333333,70021.666667,133.333333,69553.333333,00:01:09.92200,257.98,303.08,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical sky,person
64,BDL064_Kermit_EyeTracking_Walk.mov,64,fixation,2108,70055.0,70721.666667,666.666667,69986.666667,00:01:10.35500,248.0,260.0,-1000.0,-1000.0,,,,building person plant_horizontal plant_horizontal plant_vertical plant_vertical,person
65,BDL064_Kermit_EyeTracking_Walk.mov,65,fixation,2124,70856.666667,71023.333333,166.666667,70521.666667,00:01:10.89000,209.17,109.46,-1000.0,-1000.0,,,,building building pavement pavement pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal,building
66,BDL064_Kermit_EyeTracking_Walk.mov,66,fixation,2134,71156.666667,71356.666667,200.0,70855.0,00:01:11.22300,194.18,246.51,-1000.0,-1000.0,,,,building pavement pavement person plant_horizontal plant_horizontal plant_horizontal,pavement
67,BDL064_Kermit_EyeTracking_Walk.mov,67,fixation,2145,71523.333333,71723.333333,200.0,71221.666667,00:01:11.59000,235.32,143.75,-1000.0,-1000.0,,,,building pavement pavement person plant_horizontal plant_horizontal plant_vertical sky,
68,BDL064_Kermit_EyeTracking_Walk.mov,68,fixation,2170,71823.333333,73091.666667,1268.333333,72056.666667,00:01:12.42500,162.75,153.46,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_vertical sky,
69,BDL064_Kermit_EyeTracking_Walk.mov,69,fixation,2198,73358.333333,73460.0,101.666667,72990.0,00:01:13.35800,372.54,78.54,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_horizontal,person
70,BDL064_Kermit_EyeTracking_Walk.mov,70,fixation,2203,73460.0,73693.333333,233.333333,73158.333333,00:01:13.52700,351.59,52.03,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal,person
71,BDL064_Kermit_EyeTracking_Walk.mov,71,fixation,2219,73793.333333,74393.333333,600.0,73691.666667,00:01:14.06000,276.49,104.63,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal,person
72,BDL064_Kermit_EyeTracking_Walk.mov,72,fixation,2232,74426.666667,74626.666667,200.0,74125.0,00:01:14.49300,310.81,129.16,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal pole,
73,BDL064_Kermit_EyeTracking_Walk.mov,73,fixation,2243,74795.0,74995.0,200.0,74493.333333,00:01:14.86200,270.42,231.13,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_horizontal plant_horizontal pole,person
74,BDL064_Kermit_EyeTracking_Walk.mov,74,fixation,2294,75128.333333,78065.0,2936.666667,76195.0,00:01:16.56300,306.5,149.62,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal,person
75,BDL064_Kermit_EyeTracking_Walk.mov,75,fixation,2376,79033.333333,79666.666667,633.333333,78931.666667,00:01:19.30000,298.99,104.34,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal,person
76,BDL064_Kermit_EyeTracking_Walk.mov,76,fixation,2474,79666.666667,85541.666667,5875.0,82201.666667,00:01:22.57000,239.86,87.02,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical sky,person
77,BDL064_Kermit_EyeTracking_Walk.mov,77,fixation,2578,86041.666667,86141.666667,100.0,85673.333333,00:01:26.04200,162.8,301.51,-1000.0,-1000.0,,,,pavement person plant_vertical plant_vertical sky,person
78,BDL064_Kermit_EyeTracking_Walk.mov,78,fixation,2590,86341.666667,86641.666667,300.0,86073.333333,00:01:26.44200,159.26,441.62,-1000.0,-1000.0,,,,building pavement person plant_horizontal plant_vertical plant_vertical sky,
79,BDL064_Kermit_EyeTracking_Walk.mov,79,fixation,2606,86708.333333,87343.333333,635.0,86608.333333,00:01:26.97700,170.51,348.85,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_vertical,
80,BDL064_Kermit_EyeTracking_Walk.mov,80,fixation,2622,87443.333333,87676.666667,233.333333,87141.666667,00:01:27.51000,194.66,293.53,-1000.0,-1000.0,,,,building building building pavement person plant_horizontal plant_vertical plant_vertical sky,person
81,BDL064_Kermit_EyeTracking_Walk.mov,81,fixation,2630,87776.666667,87876.666667,100.0,87408.333333,00:01:27.77700,229.24,345.1,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_horizontal plant_vertical,person
82,BDL064_Kermit_EyeTracking_Walk.mov,82,fixation,2638,87910.0,88278.333333,368.333333,87675.0,00:01:28.04300,257.33,324.37,-1000.0,-1000.0,,,,building person plant_horizontal plant_vertical,person
83,BDL064_Kermit_EyeTracking_Walk.mov,83,fixation,2655,88511.666667,88811.666667,300.0,88243.333333,00:01:28.61200,264.06,193.26,-1000.0,-1000.0,,,,plant_horizontal plant_horizontal,plant_horizontal
84,BDL064_Kermit_EyeTracking_Walk.mov,84,fixation,2667,88845.0,89245.0,400.0,88643.333333,00:01:29.01200,295.46,125.89,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical sky,plant_horizontal
85,BDL064_Kermit_EyeTracking_Walk.mov,85,fixation,2684,89546.666667,89680.0,133.333333,89211.666667,00:01:29.58000,362.9,53.66,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_vertical sky,plant_horizontal
86,BDL064_Kermit_EyeTracking_Walk.mov,86,fixation,2693,89846.666667,90013.333333,166.666667,89511.666667,00:01:29.88000,307.37,146.87,-1000.0,-1000.0,,,,pavement plant_horizontal,plant_horizontal
87,BDL064_Kermit_EyeTracking_Walk.mov,87,fixation,2702,90180.0,90280.0,100.0,89811.666667,00:01:30.18000,378.66,127.81,-1000.0,-1000.0,,,,building pavement pavement person plant_horizontal plant_vertical,plant_vertical plant_horizontal
88,BDL064_Kermit_EyeTracking_Walk.mov,88,fixation,2709,90380.0,90513.333333,133.333333,90045.0,00:01:30.41300,375.82,94.31,-1000.0,-1000.0,,,,building building person person person plant_horizontal plant_horizontal,plant_horizontal plant_horizontal
89,BDL064_Kermit_EyeTracking_Walk.mov,89,fixation,2723,90881.666667,90981.666667,100.0,90513.333333,00:01:30.88200,399.96,49.5,-1000.0,-1000.0,,,,building pavement pavement person person plant_horizontal plant_vertical,plant_horizontal
90,BDL064_Kermit_EyeTracking_Walk.mov,90,fixation,2728,91048.333333,91148.333333,100.0,90680.0,00:01:31.04800,431.75,86.54,-1000.0,-1000.0,,,,building building person person plant_horizontal,building
91,BDL064_Kermit_EyeTracking_Walk.mov,91,fixation,2734,91181.666667,91415.0,233.333333,90880.0,00:01:31.24800,422.01,157.73,-1000.0,-1000.0,,,,building person person plant_horizontal plant_horizontal plant_vertical,plant_horizontal
92,BDL064_Kermit_EyeTracking_Walk.mov,92,fixation,2741,91415.0,91615.0,200.0,91113.333333,00:01:31.48200,424.88,130.71,-1000.0,-1000.0,,,,person person plant_horizontal plant_horizontal plant_vertical,
93,BDL064_Kermit_EyeTracking_Walk.mov,93,fixation,2766,92216.666667,92483.333333,266.666667,91948.333333,00:01:32.31700,164.26,392.66,-1000.0,-1000.0,,,,person plant_vertical plant_vertical,
94,BDL064_Kermit_EyeTracking_Walk.mov,94,fixation,2788,93050.0,93150.0,100.0,92681.666667,00:01:33.05000,282.94,174.43,-1000.0,-1000.0,,,,building building person person plant_horizontal plant_vertical plant_vertical plant_vertical plant_vertical,
95,BDL064_Kermit_EyeTracking_Walk.mov,95,fixation,2802,93416.666667,93718.333333,301.666667,93150.0,00:01:33.51800,196.01,399.53,-1000.0,-1000.0,,,,pavement person person plant_horizontal plant_horizontal plant_vertical plant_vertical sky,person
96,BDL064_Kermit_EyeTracking_Walk.mov,96,fixation,2817,93718.333333,94385.0,666.666667,93650.0,00:01:34.01800,219.92,382.15,-1000.0,-1000.0,,,,building person person plant_horizontal plant_vertical plant_vertical,person
97,BDL064_Kermit_EyeTracking_Walk.mov,97,fixation,2829,94418.333333,94518.333333,100.0,94050.0,00:01:34.41800,199.41,365.12,-1000.0,-1000.0,,,,building person person person plant_horizontal plant_horizontal plant_vertical plant_vertical plant_vertical sky,person plant_horizontal
98,BDL064_Kermit_EyeTracking_Walk.mov,98,fixation,2843,94785.0,95053.333333,268.333333,94518.333333,00:01:34.88700,116.21,322.79,-1000.0,-1000.0,,,,building building pavement person person plant_horizontal plant_vertical plant_vertical sky,person
99,BDL064_Kermit_EyeTracking_Walk.mov,99,fixation,2852,95120.0,95320.0,200.0,94818.333333,00:01:35.18700,192.99,236.83,-1000.0,-1000.0,,,,building person person plant_horizontal plant_horizontal sky,person
100,BDL064_Kermit_EyeTracking_Walk.mov,100,fixation,2865,95553.333333,95786.666667,233.333333,95251.666667,00:01:35.62000,255.47,75.15,-1000.0,-1000.0,,,,plant_horizontal plant_horizontal plant_vertical,plant_vertical
101,BDL064_Kermit_EyeTracking_Walk.mov,101,fixation,2882,96120.0,96355.0,235.0,95820.0,00:01:36.18800,196.18,258.41,-1000.0,-1000.0,,,,person person plant_horizontal plant_vertical,person
102,BDL064_Kermit_EyeTracking_Walk.mov,102,fixation,2888,96355.0,96521.666667,166.666667,96020.0,00:01:36.38800,195.69,229.89,-1000.0,-1000.0,,,,person person plant_horizontal plant_vertical,person
103,BDL064_Kermit_EyeTracking_Walk.mov,103,fixation,2904,96888.333333,97021.666667,133.333333,96553.333333,00:01:36.92200,348.9,92.57,-1000.0,-1000.0,,,,building building person person person plant_horizontal plant_vertical plant_vertical,person
104,BDL064_Kermit_EyeTracking_Walk.mov,104,fixation,2909,97088.333333,97188.333333,100.0,96720.0,00:01:37.08800,322.14,98.67,-1000.0,-1000.0,,,,pavement pavement person plant_horizontal plant_vertical,
105,BDL064_Kermit_EyeTracking_Walk.mov,105,fixation,2920,97421.666667,97556.666667,135.0,97086.666667,00:01:37.45500,275.94,231.8,-1000.0,-1000.0,,,,pavement pavement person person plant_horizontal plant_horizontal plant_horizontal plant_horizontal plant_vertical,plant_horizontal
106,BDL064_Kermit_EyeTracking_Walk.mov,106,fixation,2935,97923.333333,98056.666667,133.333333,97588.333333,00:01:37.95700,339.59,78.18,-1000.0,-1000.0,,,,building pavement person person person plant_horizontal plant_vertical sky,
107,BDL064_Kermit_EyeTracking_Walk.mov,107,fixation,2965,98323.333333,99691.666667,1368.333333,98590.0,00:01:38.95800,248.47,100.88,-1000.0,-1000.0,,,,pavement person plant_horizontal plant_horizontal plant_horizontal,
108,BDL064_Kermit_EyeTracking_Walk.mov,108,fixation,2997,99758.333333,100393.333333,635.0,99656.666667,00:01:40.02500,201.04,171.36,-1000.0,-1000.0,,,,building building pavement person plant_horizontal plant_horizontal plant_horizontal,person
